file_name,cov_value
JYY69-1,1626.5870000000004
JYY69-2,1291.2080000000003
JYY69-3,1252.8220000000003
JYY69-4,1338.7900000000004
JYY69-5,1367.9290000000003
JYY69-6,1956.5390000000004
