plantID	tillerID	leafID	position	extraID	x1	y1	z1	x2	y2	z2	x3	y3	z3	NpArea	Kt	Kr	facetS	6h_totalPPFD	7h_totalPPFD	8h_totalPPFD	9h_totalPPFD	10h_totalPPFD	11h_totalPPFD	12h_totalPPFD	13h_totalPPFD	14h_totalPPFD	15h_totalPPFD	16h_totalPPFD	17h_totalPPFD	18h_totalPPFD	
1	2.00	1.00	0.03	0.00	2.64	1.52	46.71	2.74	1.58	48.71	2.56	1.66	46.71	0.00	0.0000	0.0000	0.1615	37.99	17.83	305.05	90.50	164.17	95.47	143.96	530.50	230.85	419.59	563.91	56.69	47.48	
1	2.00	1.00	0.05	0.00	2.56	1.66	46.71	2.74	1.58	48.71	2.53	1.96	48.71	0.00	0.0000	0.0000	0.4349	70.54	105.95	187.71	184.85	87.09	194.99	567.16	344.26	235.16	371.38	532.12	421.68	59.96	
1	2.00	1.00	0.11	0.00	2.74	1.58	48.71	2.85	1.64	50.70	2.53	1.96	48.71	0.00	0.0000	0.0000	0.4329	49.61	146.38	134.87	143.52	140.02	151.40	618.82	316.47	183.78	414.46	289.02	201.32	53.16	
1	2.00	1.00	0.13	0.00	2.53	1.96	48.71	2.85	1.64	50.70	2.52	2.21	50.70	0.00	0.0000	0.0000	0.6565	49.07	131.62	129.55	161.44	121.18	215.01	680.69	499.08	177.98	477.93	587.08	511.73	81.78	
1	2.00	1.00	0.19	0.00	2.85	1.64	50.70	2.95	1.70	52.70	2.52	2.21	50.70	0.00	0.0000	0.0000	0.6598	83.70	144.06	113.43	166.17	189.47	177.08	703.53	425.15	210.64	492.77	246.33	295.50	60.45	
1	2.00	1.00	0.21	0.00	2.52	2.21	50.70	2.95	1.70	52.70	2.58	2.35	52.70	0.00	0.0000	0.0000	0.7493	85.98	172.96	149.82	180.45	187.05	379.89	727.70	435.66	186.26	483.18	586.24	502.08	57.32	
1	2.00	1.00	0.27	0.00	2.95	1.70	52.70	3.06	1.76	54.70	2.58	2.35	52.70	0.00	0.0000	0.0000	0.7494	108.48	146.04	231.50	311.47	181.97	200.62	647.99	543.64	202.19	554.05	289.64	243.05	53.22	
1	2.00	1.00	0.29	0.00	2.58	2.35	52.70	3.06	1.76	54.70	2.68	2.41	54.70	0.00	0.0000	0.0000	0.7542	77.28	175.66	172.12	291.25	251.13	336.53	692.14	473.72	259.60	528.50	397.80	548.42	97.62	
1	2.00	1.00	0.35	0.00	3.06	1.76	54.70	3.16	1.82	56.69	2.68	2.41	54.70	0.00	0.0000	0.0000	0.7504	65.41	134.32	296.69	514.41	242.29	169.52	734.52	500.20	211.21	557.08	246.97	316.27	102.20	
1	2.00	1.00	0.37	0.00	2.68	2.41	54.70	3.16	1.82	56.69	2.79	2.46	56.69	0.00	0.0000	0.0000	0.7369	112.40	199.32	374.37	343.80	262.16	372.61	829.35	512.61	291.40	534.32	405.05	579.48	110.32	
1	2.00	1.00	0.43	0.00	3.16	1.82	56.69	3.26	1.88	58.69	2.79	2.46	56.69	0.00	0.0000	0.0000	0.7405	101.50	163.35	411.52	645.67	194.39	270.70	783.44	532.94	326.59	532.80	239.62	335.37	93.21	
1	2.00	1.00	0.45	0.00	2.79	2.46	56.69	3.26	1.88	58.69	2.90	2.51	58.69	0.00	0.0000	0.0000	0.7269	125.61	209.99	678.28	461.32	323.09	281.07	790.66	521.70	269.34	609.21	342.23	588.16	130.83	
1	2.00	1.00	0.51	0.00	3.26	1.88	58.69	3.37	1.94	60.69	2.90	2.51	58.69	0.00	0.0000	0.0000	0.7270	152.27	225.80	917.87	723.45	270.94	233.30	848.80	555.06	316.20	533.18	497.04	363.94	128.70	
1	2.00	1.00	0.53	0.00	2.90	2.51	58.69	3.37	1.94	60.69	3.02	2.55	60.69	0.00	0.0000	0.0000	0.7046	148.44	390.76	868.24	600.85	333.31	344.67	875.78	643.83	295.68	668.84	516.89	634.22	128.44	
1	2.00	1.00	0.59	0.00	3.37	1.94	60.69	3.47	2.00	62.68	3.02	2.55	60.69	0.00	0.0000	0.0000	0.7010	191.88	491.31	935.09	1109.41	428.09	379.47	993.51	706.00	366.63	651.49	798.73	399.49	155.37	
1	2.00	1.00	0.61	0.00	3.02	2.55	60.69	3.47	2.00	62.68	3.16	2.54	62.68	0.00	0.0000	0.0000	0.6206	172.95	624.42	917.54	831.88	335.71	397.54	876.58	605.35	359.17	652.12	780.85	764.83	155.71	
1	2.00	1.00	0.67	0.00	3.47	2.00	62.68	3.57	2.06	64.68	3.16	2.54	62.68	0.00	0.0000	0.0000	0.6237	220.03	667.48	936.54	1146.57	759.90	401.74	909.49	573.33	375.60	713.32	810.56	525.34	137.72	
1	2.00	1.00	0.69	0.00	3.16	2.54	62.68	3.57	2.06	64.68	3.31	2.52	64.68	0.00	0.0000	0.0000	0.5294	215.20	743.49	1109.07	1166.19	554.80	305.86	1028.19	741.06	506.95	748.46	826.72	907.12	156.48	
1	2.00	1.00	0.75	0.00	3.57	2.06	64.68	3.68	2.12	66.68	3.31	2.52	64.68	0.00	0.0000	0.0000	0.5294	212.63	797.29	1035.13	1304.07	957.81	509.69	955.35	755.52	535.50	861.81	896.25	632.14	231.78	
1	2.00	1.00	0.77	0.00	3.31	2.52	64.68	3.68	2.12	66.68	3.47	2.48	66.68	0.00	0.0000	0.0000	0.4175	237.64	743.34	1113.40	1340.65	920.32	627.87	920.05	713.07	524.82	815.79	991.44	889.97	154.31	
1	2.00	1.00	0.83	0.00	3.68	2.12	66.68	3.78	2.18	68.67	3.47	2.48	66.68	0.00	0.0000	0.0000	0.4154	342.23	798.20	957.08	1391.41	1345.54	547.52	1059.65	691.68	582.18	960.66	915.08	920.96	247.40	
1	2.00	1.00	0.85	0.00	3.47	2.48	66.68	3.78	2.18	68.67	3.65	2.42	68.67	0.00	0.0000	0.0000	0.2722	317.11	854.85	924.15	1315.40	1470.50	708.22	1170.31	814.94	751.60	841.29	1020.10	849.97	253.62	
1	2.00	1.00	0.91	0.00	3.78	2.18	68.67	3.89	2.24	70.67	3.65	2.42	68.67	0.00	0.0000	0.0000	0.2735	309.96	882.31	1136.76	1239.31	1479.40	662.50	1236.48	1008.33	775.66	1039.12	1012.77	986.54	291.66	
1	2.00	1.00	0.03	0.00	2.64	1.52	46.71	2.74	1.58	48.71	2.72	1.39	46.71	0.00	0.0000	0.0000	0.1529	70.22	113.01	377.51	289.41	49.55	176.48	76.04	259.85	243.86	416.73	381.10	131.85	30.10	
1	2.00	1.00	0.05	0.00	2.72	1.39	46.71	2.74	1.58	48.71	2.96	1.21	48.71	0.00	0.0000	0.0000	0.4312	39.13	80.16	78.90	656.01	438.43	125.17	143.81	391.97	165.55	426.40	142.01	86.83	42.69	
1	2.00	1.00	0.11	0.00	2.74	1.58	48.71	2.85	1.64	50.70	2.96	1.21	48.71	0.00	0.0000	0.0000	0.4292	53.61	134.22	118.90	614.65	312.23	152.70	153.52	357.87	262.03	566.50	95.12	100.66	75.06	
1	2.00	1.00	0.13	0.00	2.96	1.21	48.71	2.85	1.64	50.70	3.17	1.08	50.70	0.00	0.0000	0.0000	0.6429	71.58	94.08	142.87	982.27	713.46	322.85	180.85	438.15	159.09	465.30	111.12	116.48	69.19	
1	2.00	1.00	0.19	0.00	2.85	1.64	50.70	2.95	1.70	52.70	3.17	1.08	50.70	0.00	0.0000	0.0000	0.6461	59.35	142.65	242.20	902.03	468.84	220.77	161.96	487.37	181.76	485.62	152.69	138.19	54.61	
1	2.00	1.00	0.21	0.00	3.17	1.08	50.70	2.95	1.70	52.70	3.33	1.06	52.70	0.00	0.0000	0.0000	0.7458	71.98	189.22	145.95	968.57	685.30	360.58	202.65	473.88	266.80	466.38	182.44	146.74	71.98	
1	2.00	1.00	0.27	0.00	2.95	1.70	52.70	3.06	1.76	54.70	3.33	1.06	52.70	0.00	0.0000	0.0000	0.7458	78.16	154.47	155.09	997.50	569.01	192.84	354.70	479.08	257.46	426.67	150.53	150.61	88.44	
1	2.00	1.00	0.29	0.00	3.33	1.06	52.70	3.06	1.76	54.70	3.43	1.12	54.70	0.00	0.0000	0.0000	0.7405	66.29	132.23	183.75	970.03	887.62	420.43	251.21	482.48	198.70	434.64	188.34	167.24	70.43	
1	2.00	1.00	0.35	0.00	3.06	1.76	54.70	3.16	1.82	56.69	3.43	1.12	54.70	0.00	0.0000	0.0000	0.7368	83.27	160.26	198.52	1011.23	620.58	210.88	403.53	542.45	251.11	537.63	235.46	195.44	87.44	
1	2.00	1.00	0.37	0.00	3.43	1.12	54.70	3.16	1.82	56.69	3.53	1.18	56.69	0.00	0.0000	0.0000	0.7368	106.17	191.53	516.35	1023.41	1067.97	537.22	299.07	579.07	286.29	536.01	418.80	218.89	81.19	
1	2.00	1.00	0.43	0.00	3.16	1.82	56.69	3.26	1.88	58.69	3.53	1.18	56.69	0.00	0.0000	0.0000	0.7405	105.64	140.01	519.85	939.35	717.39	286.32	586.03	560.57	330.90	483.99	473.32	167.24	107.71	
1	2.00	1.00	0.45	0.00	3.53	1.18	56.69	3.26	1.88	58.69	3.63	1.25	58.69	0.00	0.0000	0.0000	0.7320	108.97	216.41	934.91	1016.85	999.86	378.36	404.11	470.70	299.35	580.05	748.56	180.99	119.45	
1	2.00	1.00	0.51	0.00	3.26	1.88	58.69	3.37	1.94	60.69	3.63	1.25	58.69	0.00	0.0000	0.0000	0.7320	140.62	180.97	861.21	1076.64	819.95	231.70	690.19	544.37	355.42	559.47	728.39	224.25	117.34	
1	2.00	1.00	0.53	0.00	3.63	1.25	58.69	3.37	1.94	60.69	3.72	1.34	60.69	0.00	0.0000	0.0000	0.6959	143.23	256.58	932.85	1072.46	1100.61	447.80	571.24	521.07	314.84	577.42	775.17	219.33	110.20	
1	2.00	1.00	0.59	0.00	3.37	1.94	60.69	3.47	2.00	62.68	3.72	1.34	60.69	0.00	0.0000	0.0000	0.6923	172.01	295.72	896.81	1103.85	1199.35	296.81	799.56	527.64	418.72	644.92	836.58	224.63	137.36	
1	2.00	1.00	0.61	0.00	3.72	1.34	60.69	3.47	2.00	62.68	3.78	1.46	62.68	0.00	0.0000	0.0000	0.6205	165.98	245.99	1037.21	1062.85	1170.10	461.13	761.81	535.19	256.39	616.87	823.76	264.56	180.45	
1	2.00	1.00	0.67	0.00	3.47	2.00	62.68	3.57	2.06	64.68	3.78	1.46	62.68	0.00	0.0000	0.0000	0.6237	263.99	515.69	1019.23	1199.31	1157.08	432.65	974.08	612.80	291.52	637.15	936.88	263.20	154.94	
1	2.00	1.00	0.69	0.00	3.78	1.46	62.68	3.57	2.06	64.68	3.84	1.61	64.68	0.00	0.0000	0.0000	0.5259	208.55	571.33	956.99	1104.42	1277.16	376.11	877.84	563.29	465.96	734.09	836.58	323.12	142.93	
1	2.00	1.00	0.75	0.00	3.57	2.06	64.68	3.68	2.12	66.68	3.84	1.61	64.68	0.00	0.0000	0.0000	0.5258	237.03	737.05	926.00	1292.19	1278.43	469.21	965.35	812.04	517.57	752.75	787.21	383.41	166.28	
1	2.00	1.00	0.77	0.00	3.84	1.61	64.68	3.68	2.12	66.68	3.89	1.76	66.68	0.00	0.0000	0.0000	0.4175	211.01	817.96	579.29	1411.60	1175.44	642.76	1035.74	829.52	577.83	746.70	640.53	386.92	202.07	
1	2.00	1.00	0.83	0.00	3.68	2.12	66.68	3.78	2.18	68.67	3.89	1.76	66.68	0.00	0.0000	0.0000	0.4154	297.47	924.87	911.92	1231.14	1462.66	575.36	961.37	820.87	618.66	900.04	839.79	655.27	225.25	
1	2.00	1.00	0.85	0.00	3.89	1.76	66.68	3.78	2.18	68.67	3.92	1.95	68.67	0.00	0.0000	0.0000	0.2684	265.68	988.58	1016.69	1268.55	1420.33	860.51	1324.19	860.51	592.68	1032.91	1109.89	596.70	240.00	
1	2.00	1.00	0.91	0.00	3.78	2.18	68.67	3.89	2.24	70.67	3.92	1.95	68.67	0.00	0.0000	0.0000	0.2698	346.05	960.37	1324.39	1325.50	1563.28	950.71	1209.33	884.78	685.80	1039.81	1326.83	1085.46	295.66	
1	2.00	2.00	0.02	0.00	2.41	1.39	42.26	2.41	1.36	44.26	2.50	1.28	42.26	0.00	0.0000	0.0000	0.1421	64.75	189.64	1122.60	77.13	850.27	629.98	176.28	81.37	440.55	713.83	1190.54	121.58	64.75	
1	2.00	2.00	0.04	0.00	2.50	1.28	42.26	2.41	1.36	44.26	2.56	1.18	44.26	0.00	0.0000	0.0000	0.2343	52.37	111.72	683.30	691.04	1031.53	764.27	501.57	49.36	410.19	640.85	635.06	122.91	91.65	
1	2.00	2.00	0.08	0.00	2.41	1.36	44.26	2.40	1.33	46.26	2.56	1.18	44.26	0.00	0.0000	0.0000	0.2343	65.46	110.61	794.25	1075.50	845.08	922.38	501.54	246.77	331.88	753.39	806.43	147.49	45.82	
1	2.00	2.00	0.10	0.00	2.56	1.18	44.26	2.40	1.33	46.26	2.62	1.08	46.26	0.00	0.0000	0.0000	0.3330	69.09	147.01	1000.72	1162.54	1149.08	810.14	451.40	173.63	556.24	810.41	1092.65	333.16	55.27	
1	2.00	2.00	0.14	0.00	2.40	1.33	46.26	2.40	1.30	48.26	2.62	1.08	46.26	0.00	0.0000	0.0000	0.3330	78.30	95.13	1043.23	995.56	1080.84	821.72	642.19	346.34	489.78	688.51	905.50	547.48	64.48	
1	2.00	2.00	0.15	0.00	2.62	1.08	46.26	2.40	1.30	48.26	2.67	0.99	48.25	0.00	0.0000	0.0000	0.4096	63.67	112.51	900.80	992.84	875.97	815.12	485.00	150.60	467.90	706.51	516.85	223.67	71.16	
1	2.00	2.00	0.19	0.00	2.40	1.30	48.26	2.40	1.26	50.26	2.67	0.99	48.25	0.00	0.0000	0.0000	0.4113	85.78	126.05	925.86	1024.24	998.37	761.99	450.33	140.60	539.63	793.38	745.76	345.46	70.86	
1	2.00	2.00	0.21	0.00	2.67	0.99	48.25	2.40	1.26	50.26	2.71	0.91	50.25	0.00	0.0000	0.0000	0.4680	68.83	172.31	958.78	951.20	1066.54	732.34	543.64	148.26	472.96	738.81	404.00	153.84	59.00	
1	2.00	2.00	0.25	0.00	2.40	1.26	50.26	2.40	1.23	52.26	2.71	0.91	50.25	0.00	0.0000	0.0000	0.4677	92.70	104.69	893.99	1238.28	932.14	760.11	618.60	214.31	513.79	876.43	716.13	283.67	98.39	
1	2.00	2.00	0.27	0.00	2.71	0.91	50.25	2.40	1.23	52.26	2.75	0.83	52.25	0.00	0.0000	0.0000	0.5320	94.58	124.52	882.90	862.81	1005.05	779.17	554.51	279.81	513.55	613.38	449.08	218.50	86.50	
1	2.00	2.00	0.31	0.00	2.40	1.23	52.26	2.40	1.20	54.26	2.75	0.83	52.25	0.00	0.0000	0.0000	0.5316	151.60	173.35	957.96	855.72	972.28	779.65	638.43	238.71	459.10	655.76	866.51	436.02	77.90	
1	2.00	2.00	0.33	0.00	2.75	0.83	52.25	2.40	1.20	54.26	2.78	0.76	54.25	0.00	0.0000	0.0000	0.5818	131.97	202.97	900.68	1299.57	872.02	787.38	630.04	225.29	452.09	853.13	741.29	229.88	68.55	
1	2.00	2.00	0.37	0.00	2.40	1.20	54.26	2.39	1.17	56.26	2.78	0.76	54.25	0.00	0.0000	0.0000	0.5815	163.12	163.44	872.79	1078.27	778.79	809.67	464.65	265.17	369.66	836.84	906.95	610.96	126.61	
1	2.00	2.00	0.39	0.00	2.78	0.76	54.25	2.39	1.17	56.26	2.81	0.69	56.25	0.00	0.0000	0.0000	0.6382	168.67	230.14	886.55	1082.94	1106.12	924.50	565.01	241.61	633.94	775.82	980.77	336.60	86.52	
1	2.00	2.00	0.43	0.00	2.39	1.17	56.26	2.39	1.14	58.26	2.81	0.69	56.25	0.00	0.0000	0.0000	0.6380	160.30	148.98	1064.60	1101.82	1027.17	961.13	604.94	279.82	487.61	851.85	921.66	753.75	91.37	
1	2.00	2.00	0.45	0.00	2.81	0.69	56.25	2.39	1.14	58.26	2.82	0.64	58.25	0.00	0.0000	0.0000	0.6597	184.05	235.73	943.45	1114.07	1205.13	897.92	622.94	307.43	600.87	799.75	998.50	613.56	118.58	
1	2.00	2.00	0.48	0.00	2.39	1.14	58.26	2.39	1.11	60.26	2.82	0.64	58.25	0.00	0.0000	0.0000	0.6596	190.53	248.87	1061.41	1085.98	1072.03	968.22	795.77	455.39	608.53	866.99	954.94	781.34	104.65	
1	2.00	2.00	0.50	0.00	2.82	0.64	58.25	2.39	1.11	60.26	2.83	0.60	60.25	0.00	0.0000	0.0000	0.6738	193.60	230.82	1031.44	1203.47	1004.51	911.78	644.87	354.72	657.57	899.94	1018.08	797.18	109.27	
1	2.00	2.00	0.54	0.00	2.39	1.11	60.26	2.39	1.07	62.26	2.83	0.60	60.25	0.00	0.0000	0.0000	0.6738	213.49	346.23	1014.67	1142.04	1170.54	1029.72	632.97	400.50	678.30	921.05	1119.06	877.14	128.33	
1	2.00	2.00	0.56	0.00	2.83	0.60	60.25	2.39	1.07	62.26	2.82	0.58	62.25	0.00	0.0000	0.0000	0.6520	221.82	229.70	1056.31	1188.96	1052.43	997.27	736.92	337.01	672.83	955.59	1199.03	882.38	161.39	
1	2.00	2.00	0.60	0.00	2.39	1.07	62.26	2.39	1.04	64.26	2.82	0.58	62.25	0.00	0.0000	0.0000	0.6521	228.85	448.76	1120.66	1171.41	1245.29	940.33	755.08	451.12	599.97	870.81	1103.32	988.29	210.28	
1	2.00	2.00	0.62	0.00	2.82	0.58	62.25	2.39	1.04	64.26	2.80	0.56	64.25	0.00	0.0000	0.0000	0.6313	275.91	392.19	1216.71	1391.19	1252.04	1064.66	810.56	602.13	677.78	1051.79	1160.22	1004.59	191.68	
1	2.00	2.00	0.66	0.00	2.39	1.04	64.26	2.39	1.01	66.26	2.80	0.56	64.25	0.00	0.0000	0.0000	0.6314	278.31	825.12	1247.16	1292.02	1192.85	1112.00	825.60	640.57	649.59	1043.99	1212.23	1054.65	300.78	
1	2.00	2.00	0.68	0.00	2.80	0.56	64.25	2.39	1.01	66.26	2.79	0.55	66.25	0.00	0.0000	0.0000	0.6096	279.16	801.82	1167.20	1390.21	1358.81	1044.77	881.00	651.33	765.05	1093.32	1158.92	997.03	278.58	
1	2.00	2.00	0.72	0.00	2.39	1.01	66.26	2.38	0.98	68.26	2.79	0.55	66.25	0.00	0.0000	0.0000	0.6097	294.51	863.01	1302.67	1499.14	1530.56	1273.11	909.65	581.66	962.74	1243.60	1287.91	1096.88	346.35	
1	2.00	2.00	0.74	0.00	2.79	0.55	66.25	2.38	0.98	68.26	2.76	0.54	68.25	0.00	0.0000	0.0000	0.5814	334.32	1040.24	1390.91	1380.23	1423.38	1386.20	1054.46	636.55	979.14	1277.03	1155.92	1129.28	341.72	
1	2.00	2.00	0.77	0.00	2.38	0.98	68.26	2.38	0.95	70.26	2.76	0.54	68.25	0.00	0.0000	0.0000	0.5815	352.38	1100.75	1489.84	1394.64	1526.24	1384.36	1197.26	676.17	1089.65	1166.47	1491.91	1368.95	392.17	
1	2.00	2.00	0.79	0.00	2.76	0.54	68.25	2.38	0.95	70.26	2.72	0.56	70.25	0.00	0.0000	0.0000	0.5172	414.13	1249.82	1517.23	1800.32	1599.98	1593.75	1203.76	886.36	1035.86	1493.54	1525.08	1366.12	469.71	
1	2.00	2.00	0.83	0.00	2.38	0.95	70.26	2.38	0.92	72.26	2.72	0.56	70.25	0.00	0.0000	0.0000	0.5175	482.81	1342.64	1762.87	2054.92	1792.71	1607.65	1341.27	1213.54	1363.43	1656.55	1739.97	1359.19	491.72	
1	2.00	2.00	0.85	0.00	2.72	0.56	70.25	2.38	0.92	72.26	2.63	0.62	72.25	0.00	0.0000	0.0000	0.3900	542.19	1264.83	1613.23	1547.64	1764.76	1742.42	1353.15	1274.97	1415.48	1435.38	1733.93	1519.11	530.10	
1	2.00	2.00	0.89	0.00	2.38	0.92	72.26	2.38	0.88	74.26	2.63	0.62	72.25	0.00	0.0000	0.0000	0.3907	527.02	1522.69	1919.47	2048.93	2207.78	1804.74	1688.82	1193.89	1474.30	1814.24	1787.46	1548.68	596.92	
1	2.00	2.00	0.91	0.00	2.63	0.62	72.25	2.38	0.88	74.26	2.53	0.71	74.25	0.00	0.0000	0.0000	0.2261	526.48	1493.57	2360.69	2372.29	2116.04	2178.75	1942.84	1415.42	1696.11	1943.16	2280.59	1544.37	636.00	
1	2.00	2.00	0.95	0.00	2.38	0.88	74.26	2.38	0.85	76.26	2.53	0.71	74.25	0.00	0.0000	0.0000	0.2268	755.40	1767.72	2414.92	2605.73	2752.14	2415.69	1766.46	1852.37	2260.62	2083.18	2367.51	2043.46	836.66	
1	2.00	2.00	0.02	0.00	2.41	1.39	42.26	2.41	1.36	44.26	2.32	1.50	42.26	0.00	0.0000	0.0000	0.1421	75.54	40.53	744.29	102.84	1112.61	836.47	786.92	225.30	440.55	739.54	819.95	141.84	107.92	
1	2.00	2.00	0.04	0.00	2.32	1.50	42.26	2.41	1.36	44.26	2.25	1.54	44.26	0.00	0.0000	0.0000	0.2409	82.79	179.36	1087.58	151.73	880.18	812.46	624.17	192.07	490.97	719.47	1026.52	167.41	76.42	
1	2.00	2.00	0.08	0.00	2.41	1.36	44.26	2.40	1.33	46.26	2.25	1.54	44.26	0.00	0.0000	0.0000	0.2409	70.05	47.83	960.90	635.32	943.08	642.58	520.13	80.03	472.77	734.63	902.13	83.70	82.79	
1	2.00	2.00	0.10	0.00	2.25	1.54	44.26	2.40	1.33	46.26	2.19	1.58	46.26	0.00	0.0000	0.0000	0.3265	84.56	123.49	1019.03	343.09	999.82	873.54	507.89	271.55	451.34	734.61	888.96	149.95	46.98	
1	2.00	2.00	0.14	0.00	2.40	1.33	46.26	2.40	1.30	48.26	2.19	1.58	46.26	0.00	0.0000	0.0000	0.3265	51.68	79.39	887.28	957.04	932.04	614.74	431.16	165.29	362.16	632.67	843.93	333.38	70.47	
1	2.00	2.00	0.15	0.00	2.19	1.58	46.26	2.40	1.30	48.26	2.14	1.60	48.26	0.00	0.0000	0.0000	0.3970	69.54	101.56	793.84	787.08	930.78	831.18	378.65	236.01	567.07	728.84	802.40	220.14	57.95	
1	2.00	2.00	0.19	0.00	2.40	1.30	48.26	2.40	1.26	50.26	2.14	1.60	48.26	0.00	0.0000	0.0000	0.3970	42.50	123.32	930.65	1051.82	932.27	792.33	475.58	197.17	509.82	673.60	875.09	683.93	30.91	
1	2.00	2.00	0.21	0.00	2.14	1.60	48.26	2.40	1.26	50.26	2.09	1.62	50.26	0.00	0.0000	0.0000	0.4751	118.62	163.67	1031.29	1045.50	917.55	823.73	649.14	213.45	365.98	735.46	964.54	480.75	35.51	
1	2.00	2.00	0.25	0.00	2.40	1.26	50.26	2.40	1.23	52.26	2.09	1.62	50.26	0.00	0.0000	0.0000	0.4751	143.82	115.18	834.76	1013.92	956.20	538.57	482.79	245.91	396.64	790.16	890.88	656.95	100.09	
1	2.00	2.00	0.27	0.00	2.09	1.62	50.26	2.40	1.23	52.26	2.05	1.63	52.26	0.00	0.0000	0.0000	0.5315	172.41	146.29	816.51	1082.64	959.33	690.54	576.83	130.54	570.98	811.63	778.12	246.18	83.87	
1	2.00	2.00	0.31	0.00	2.40	1.23	52.26	2.40	1.20	54.26	2.05	1.63	52.26	0.00	0.0000	0.0000	0.5315	157.63	124.62	1013.49	1004.78	986.74	774.79	566.16	268.34	543.60	733.77	853.70	425.27	75.03	
1	2.00	2.00	0.33	0.00	2.05	1.63	52.26	2.40	1.20	54.26	2.01	1.64	54.26	0.00	0.0000	0.0000	0.5880	175.96	161.63	964.12	1080.83	940.48	837.53	495.08	316.70	483.94	804.10	1024.96	143.36	93.91	
1	2.00	2.00	0.37	0.00	2.40	1.20	54.26	2.39	1.17	56.26	2.01	1.64	54.26	0.00	0.0000	0.0000	0.5880	143.01	171.42	1054.79	1092.56	892.96	944.42	622.90	297.02	523.59	822.05	935.36	328.91	104.34	
1	2.00	2.00	0.39	0.00	2.01	1.64	54.26	2.39	1.17	56.26	1.98	1.65	56.26	0.00	0.0000	0.0000	0.6313	165.69	209.86	898.19	1059.45	967.88	883.91	614.18	266.33	600.77	801.06	856.99	150.96	175.90	
1	2.00	2.00	0.43	0.00	2.39	1.17	56.26	2.39	1.14	58.26	1.98	1.65	56.26	0.00	0.0000	0.0000	0.6313	176.01	182.48	1004.90	1147.53	972.93	950.59	586.76	213.72	583.70	783.05	975.35	308.47	155.86	
1	2.00	2.00	0.45	0.00	1.98	1.65	56.26	2.39	1.14	58.26	1.96	1.64	58.26	0.00	0.0000	0.0000	0.6595	179.75	196.51	967.91	1071.35	976.36	922.08	646.26	284.16	524.27	873.28	973.07	200.88	191.57	
1	2.00	2.00	0.48	0.00	2.39	1.14	58.26	2.39	1.11	60.26	1.96	1.64	58.26	0.00	0.0000	0.0000	0.6595	185.34	209.61	1021.17	1099.67	1168.96	783.60	611.82	286.42	579.91	779.69	1009.18	704.15	226.21	
1	2.00	2.00	0.50	0.00	1.96	1.64	58.26	2.39	1.11	60.26	1.96	1.61	60.26	0.00	0.0000	0.0000	0.6595	189.95	348.46	1038.30	1121.23	955.20	974.23	684.66	346.66	631.61	789.56	955.94	467.77	249.40	
1	2.00	2.00	0.54	0.00	2.39	1.11	60.26	2.39	1.07	62.26	1.96	1.61	60.26	0.00	0.0000	0.0000	0.6595	184.40	350.80	1025.45	1137.20	1128.72	881.14	793.14	440.17	716.84	945.29	976.54	854.89	274.04	
1	2.00	2.00	0.56	0.00	1.96	1.61	60.26	2.39	1.07	62.26	1.96	1.57	62.26	0.00	0.0000	0.0000	0.6595	211.74	732.73	1073.54	1121.19	1139.30	1026.80	732.06	346.65	693.86	928.06	1169.04	749.42	259.80	
1	2.00	2.00	0.60	0.00	2.39	1.07	62.26	2.39	1.04	64.26	1.96	1.57	62.26	0.00	0.0000	0.0000	0.6595	241.12	804.59	1139.80	1126.77	1191.04	1050.22	719.92	350.72	706.28	1023.50	1073.74	912.03	307.51	
1	2.00	2.00	0.62	0.00	1.96	1.57	62.26	2.39	1.04	64.26	1.97	1.53	64.26	0.00	0.0000	0.0000	0.6454	247.89	794.60	1257.03	1360.90	1294.29	1095.24	780.90	519.18	751.06	1089.93	1139.38	1009.89	295.55	
1	2.00	2.00	0.66	0.00	2.39	1.04	64.26	2.39	1.01	66.26	1.97	1.53	64.26	0.00	0.0000	0.0000	0.6454	255.31	936.99	1240.36	1337.63	1271.73	1019.89	898.20	453.95	793.06	1141.51	1097.20	979.05	309.22	
1	2.00	2.00	0.68	0.00	1.97	1.53	64.26	2.39	1.01	66.26	1.98	1.47	66.26	0.00	0.0000	0.0000	0.6163	260.87	924.77	1274.05	1298.08	1300.12	1107.53	950.29	631.78	780.40	1170.43	1268.70	1062.27	328.58	
1	2.00	2.00	0.72	0.00	2.39	1.01	66.26	2.38	0.98	68.26	1.98	1.47	66.26	0.00	0.0000	0.0000	0.6163	373.50	952.01	1374.52	1547.84	1413.70	1000.30	1016.14	633.72	1012.08	1123.68	1274.27	1072.08	412.57	
1	2.00	2.00	0.74	0.00	1.98	1.47	66.26	2.38	0.98	68.26	2.00	1.42	68.26	0.00	0.0000	0.0000	0.5814	252.53	924.93	1210.43	1470.24	1459.36	1177.06	1120.15	625.30	998.65	1288.87	1305.93	1069.35	410.07	
1	2.00	2.00	0.77	0.00	2.38	0.98	68.26	2.38	0.95	70.26	2.00	1.42	68.26	0.00	0.0000	0.0000	0.5814	396.65	1072.13	1495.98	1722.33	1719.96	1505.48	1164.63	797.68	1108.38	1315.37	1385.94	1247.16	478.01	
1	2.00	2.00	0.79	0.00	2.00	1.42	68.26	2.38	0.95	70.26	2.05	1.34	70.26	0.00	0.0000	0.0000	0.5109	371.62	1205.36	1527.39	1656.63	1327.82	1457.32	1146.84	902.55	1137.64	1449.32	1475.41	1182.67	521.34	
