file_name,cov_value
T202494_F1-1,1422.532
T202494_F1-2,1919.312
T202494_F1-3,1659.061
T202494_F1-4,1385.887
T202494_F1-5,1786.993
T202494_F1-6,1350.729
T202494_WYG-DCA1-2,982.881
T202494_WYG-DCA1-6,646.824
T202494_WYG-XCA1-1,971.076
T202494_WYG-XCA1-2,1124.753
T202494_WYG-XCA1-3,1035.284
T202494_WYG-XCA1-4,1206.527
T202494_WYG-XCA1-5,1042.967
T202494_WYG-XCA1-6,1283.748
